1994,/Inp,24
1994,/Inp,18
1998,/Inp,20
1998,/Inp,48
1992,/Inp,2
1997,/Inp,28
1997,/Inp,30
1995,/Inp,150
1995,/Inp,152
1997,/Inp,8
1998,/Inp,75
1998,/Inp,6
1999,/Inp,24
1989,/Inp,11
1998,/Inp,41
1999,/Inp,79
1999,/Inp,55
1993,/Inp,3
1999,/Inp,28
1999,/Inp,67
1995,/Inp,10
1999,/Inp,72
1999,/Inp,84
1999,/Inp,9
1999,/Inp,140
1999,/Inp,38
1999,/Inp,40
1999,/Inp,57
2000,/Inp,19
2000,/Inp,19
1998,/Inp,72
2000,/Inp,45
2000,/Inp,49
2000,/Inp,104
2000,/Inp,34
2000,/Inp,50
2000,/Inp,40
2000,/Inp,19
2000,/Inp,146
2000,/Inp,108
2000,/Inp,76
2000,/Inp,76
2000,/Inp,4
2000,/Inp,175
2000,/Inp,73
2000,/Inp,74
2000,/Inp,76
2000,/Inp,74
2000,/Inp,38
2000,/Inp,30
2000,/Inp,76
2000,/Inp,73
2000,/Inp,57
2000,/Inp,25
2000,/Inp,80
2000,/Inp,2828
2000,/Inp,75
2000,/Inp,500
2000,/Inp,499
2000,/Inp,76
1996,/Inp,20
2000,/Inp,1513
2000,/Inp,1174
2000,/Inp,28
2000,/Inp,8
2000,/Inp,169
2000,/Inp,9
2000,/Inp,7
2000,/Inp,20
2000,/Inp,150
2000,/Inp,152
1996,/Inp,316
1990,/Inp,0
2002,/Inp,44
2002,/Inp,44
1993,/Inp,75
1993,/Inp,75
2002,/Inp,3
2002,/Inp,6
2002,/Inp,137
2002,/Inp,82
2001,/Inp,69
2001,/Inp,69
2001,/Inp,116
1995,/Inp,141
2000,/Inp,1513
2000,/Inp,1513
2000,/Inp,1513
2000,/Inp,49
2000,/Inp,1513
2000,/Inp,315
2001,/Inp,45
2001,/Inp,10
2001,/Inp,22
2001,/Inp,74
2001,/Inp,12
2001,/Inp,1514
2001,/Inp,75
2001,/Inp,26
2001,/Inp,1512
2001,/Inp,1532
2001,/Inp,1528
2001,/Inp,28
2001,/Inp,147
2002,/Inp,152
2002,/Inp,74
2002,/Inp,148
2002,/Inp,2774
2002,/Inp,1513
2002,/Inp,23
2001,/Inp,42
2001,/Inp,24
2001,/Inp,36
2001,/Inp,20
2001,/Inp,62
2001,/Inp,58
2001,/Inp,58
2001,/Inp,29
2001,/Inp,2876
2001,/Inp,34
2001,/Inp,2774
2001,/Inp,2774
2001,/Inp,2774
2001,/Inp,2876
2001,/Inp,2876
2001,/Inp,22
2001,/Inp,2876
2001,/Inp,92
2001,/Inp,2878
2001,/Inp,2876
2001,/Inp,22
2001,/Inp,22
2001,/Inp,22
2001,/Inp,19
2001,/Inp,48
2001,/Inp,20
2001,/Inp,304
2002,/Inp,7
2002,/Inp,2882
2002,/Inp,57
2002,/Inp,70
2002,/Inp,28
2002,/Inp,28
2002,/Inp,14
2002,/Inp,314
2002,/Inp,126
2002,/Inp,3
2002,/Inp,42
2002,/Inp,97
2002,/Inp,24
2002,/Inp,2876
2002,/Inp,226
2002,/Inp,226
2002,/Inp,226
2002,/Inp,226
2002,/Inp,55
2002,/Inp,15
2002,/Inp,15
2002,/Inp,20
2002,/Inp,2879
2002,/Inp,6
2002,/Inp,128
2002,/Inp,26
2002,/Inp,68
1995,/Inp,82
1999,/Inp,116
2002,/Inp,47
2002,/Inp,27
2002,/Inp,42
2002,/Inp,55
2002,/Inp,8
2002,/Inp,1532
2002,/Inp,1528
2002,/Inp,16
2002,/Inp,10
2002,/Inp,152
2002,/Inp,152
2002,/Inp,2876
2002,/Inp,8
2002,/Inp,270
2002,/Inp,2876
2003,/Inp,2791
2003,/Inp,2884
2003,/Inp,46
2003,/Inp,40
2003,/Inp,40
2003,/Inp,96
2003,/Inp,96
2003,/Inp,2884
2003,/Inp,2884
2003,/Inp,41
2003,/Inp,75
2003,/Inp,75
2003,/Inp,46
2002,/Inp,42
2003,/Inp,78
2003,/Inp,231
2003,/Inp,2765
2003,/Inp,58
1995,/Inp,6
2003,/Inp,69
2003,/Inp,5
2003,/Inp,2738
2003,/Inp,6
2003,/Inp,20
2003,/Inp,20
2003,/Inp,16
2003,/Inp,41
2003,/Inp,42
2003,/Inp,40
2003,/Inp,2880
2003,/Inp,2879
2003,/Inp,2879
2003,/Inp,2882
2003,/Inp,81
2003,/Inp,81
2003,/Inp,27
1999,/Inp,116
1999,/Inp,84
1999,/Inp,57
1999,/Inp,44
1999,/Inp,77
1999,/Inp,39
1996,/Inp,75
1996,/Inp,75
1996,/Inp,75
1998,/Inp,75
1999,/Inp,75
1999,/Inp,75
2003,/Inp,2888
2003,/Inp,2885
2003,/Inp,51
2003,/Inp,32
2003,/Inp,38
2003,/Inp,53
2003,/Inp,40
2003,/Inp,50
1997,/Inp,3
1990,/Inp,28
2003,/Inp,42
1995,/Inp,8
1995,/Inp,16
2003,/Inp,94
2004,/Inp,140
2004,/Inp,2876
2004,/Inp,48
2004,/Inp,48
2004,/Inp,40
2004,/Inp,40
1994,/Inp,48
2004,/Inp,45
1994,/Inp,64
2004,/Inp,9
2004,/Inp,73
2004,/Inp,73
2004,/Inp,74
2004,/Inp,2884
2004,/Inp,66
2004,/Inp,35
2004,/Inp,27
2004,/Inp,78
2004,/Inp,77
1986,/Inp,76
1986,/Inp,76
1986,/Inp,76
1995,/Inp,231
2004,/Inp,74
2004,/Inp,33
2004,/Inp,98
2004,/Inp,222
2004,/Inp,68
2004,/Inp,155
2003,/Inp,122
1995,/Inp,55
2003,/Inp,35
2003,/Inp,25
2003,/Inp,24
2004,/Inp,12
2004,/Inp,12
2004,/Inp,6
2004,/Inp,15
2004,/Inp,15
2004,/Inp,18
2004,/Inp,73
2004,/Inp,73
2004,/Inp,73
2004,/Inp,73
2004,/Inp,70
2004,/Inp,72
2004,/Inp,74
2004,/Inp,67
2004,/Inp,2882
2004,/Inp,2882
2004,/Inp,2881
2004,/Inp,2882
2004,/Inp,2879
2004,/Inp,2879
2004,/Inp,2879
2004,/Inp,2882
2004,/Inp,2882
2004,/Inp,2882
2004,/Inp,2879
2004,/Inp,2882
2006,/Inp,1530
2006,/Inp,2958
2006,/Inp,1530
2006,/Inp,2958
2010,/Inp,2958
1992,/Inp,3
1985,/Inp,75
2004,/Inp,2876
2004,/Inp,14
2004,/Inp,13
2004,/Inp,14
2004,/Inp,14
2004,/Inp,65
2004,/Inp,46
2005,/Inp,176
2004,/Inp,61
2004,/Inp,62
2004,/Inp,2884
2004,/Inp,47
2004,/Inp,1521
2004,/Inp,1522
2004,/Inp,1522
2004,/Inp,1522
2004,/Inp,36
2004,/Inp,46
2004,/Inp,46
2004,/Inp,46
2004,/Inp,18
2004,/Inp,18
2004,/Inp,18
2004,/Inp,72
2004,/Inp,69
2004,/Inp,116
2004,/Inp,46
2004,/Inp,46
2004,/Inp,2884
2004,/Inp,46
2004,/Inp,46
2004,/Inp,46
2004,/Inp,46
2004,/Inp,46
2004,/Inp,46
1997,/Inp,75
2005,/Inp,2876
2005,/Inp,2876
2005,/Inp,2876
2005,/Inp,2876
2005,/Inp,2876
2005,/Inp,2876
2005,/Inp,2876
2005,/Inp,98
2005,/Inp,98
2005,/Inp,98
2005,/Inp,45
2005,/Inp,19
2005,/Inp,18
2005,/Inp,52
2005,/Inp,46
2005,/Inp,48
2005,/Inp,48
2005,/Inp,48
2005,/Inp,96
2005,/Inp,44
2005,/Inp,48
2005,/Inp,101
2005,/Inp,48
2005,/Inp,48
2005,/Inp,36
2005,/Inp,24
2005,/Inp,24
2005,/Inp,92
1996,/Inp,26
1996,/Inp,29
1997,/Inp,16
1998,/Inp,38
2005,/Inp,44
2005,/Inp,36
2005,/Inp,61
2005,/Inp,61
2005,/Inp,61
2005,/Inp,18
2005,/Inp,152
2005,/Inp,75
2005,/Inp,22
2005,/Inp,12
2005,/Inp,116
2005,/Inp,58
2005,/Inp,222
1995,/Inp,24
1993,/Inp,12
1996,/Inp,16
1996,/Inp,48
1996,/Inp,12
1996,/Inp,41
2005,/Inp,58
2005,/Inp,16
2005,/Inp,6
2005,/Inp,26
2005,/Inp,298
1998,/Inp,9
2005,/Inp,2766
2005,/Inp,20
2005,/Inp,72
2005,/Inp,23
2005,/Inp,25
2005,/Inp,40
2005,/Inp,11
2005,/Inp,24
2005,/Inp,1530
2005,/Inp,2958
2005,/Inp,1530
2005,/Inp,2958
2005,/Inp,47
2005,/Inp,36
2005,/Inp,36
2005,/Inp,144
2005,/Inp,12
2005,/Inp,30
2005,/Inp,31
2005,/Inp,54
2005,/Inp,66
2005,/Inp,46
2005,/Inp,46
1994,/Inp,10
2005,/Inp,61
2005,/Inp,61
2005,/Inp,42
2005,/Inp,42
2004,/Inp,29
2005,/Inp,62
2005,/Inp,80
2005,/Inp,28
2005,/Inp,36
2005,/Inp,21
2005,/Inp,23
2005,/Inp,158
2005,/Inp,34
2005,/Inp,14
2005,/Inp,156
2005,/Inp,10
2005,/Inp,34
2005,/Inp,30
2005,/Inp,30
2005,/Inp,27
2005,/Inp,28
2006,/Inp,154
2005,/Inp,150
2005,/Inp,150
2005,/Inp,150
2005,/Inp,152
2005,/Inp,152
2005,/Inp,248
2005,/Inp,61
2005,/Inp,60
2005,/Inp,2802
2005,/Inp,146
2005,/Inp,28
2006,/Inp,145
2006,/Inp,70
2006,/Inp,150
2006,/Inp,67
2006,/Inp,18
2006,/Inp,18
2006,/Inp,18
2006,/Inp,75
2006,/Inp,32
2006,/Inp,33
2006,/Inp,34
2006,/Inp,34
2006,/Inp,35
2006,/Inp,35
2006,/Inp,71
2006,/Inp,71
2006,/Inp,71
2006,/Inp,71
2006,/Inp,35
2006,/Inp,152
2006,/Inp,53
2006,/Inp,50
2006,/Inp,1527
2007,/Inp,15
2007,/Inp,30
2007,/Inp,17
2007,/Inp,30
2007,/Inp,68
2007,/Inp,68
2007,/Inp,68
2007,/Inp,68
2007,/Inp,68
2005,/Inp,44
2005,/Inp,42
2005,/Inp,42
2005,/Inp,42
2005,/Inp,42
2005,/Inp,42
2005,/Inp,56
2005,/Inp,42
2005,/Inp,44
2005,/Inp,42
2005,/Inp,15
2005,/Inp,44
2005,/Inp,50
2005,/Inp,46
2005,/Inp,46
2005,/Inp,92
